Orthogroup	Boltonia_decurrens_hap1_1.0_CDS	Arabidopsis_thaliana_GCF_000001735.4_CDS
OG0007455	g31723.t1, g32234.t1	lcl|NC_003076.8_cds_NP_198403.1_42199
OG0007460	g2999.t1, g31701.t1	lcl|NC_003076.8_cds_NP_001318682.1_42403
OG0007478	g18588.t1, g4107.t1	lcl|NC_003076.8_cds_NP_198798.2_42875
OG0007489	g13876.t1, g31330.t1	lcl|NC_003076.8_cds_NP_851119.1_43262
OG0007498	g31880.t2, g31880.t1	lcl|NC_003076.8_cds_NP_199137.2_43471
OG0007500	g31913.t1	lcl|NC_003076.8_cds_NP_001330568.1_43486, lcl|NC_003076.8_cds_NP_199144.3_43485
OG0007505	g690.t1	lcl|NC_003076.8_cds_NP_199232.1_43676, lcl|NC_003076.8_cds_NP_001331906.1_43677
OG0007506	g5649.t1	lcl|NC_003076.8_cds_NP_199236.1_43682, lcl|NC_003076.8_cds_NP_001332652.1_43683
OG0007507	g8695.t1, g8695.t2	lcl|NC_003076.8_cds_NP_199240.1_43690
OG0007524	g14660.t1, g2955.t1	lcl|NC_003076.8_cds_NP_199387.1_43992
OG0007525	g24669.t1	lcl|NC_003076.8_cds_NP_974892.1_43994, lcl|NC_003076.8_cds_NP_568648.1_43993
OG0007537	g11446.t2, g11446.t1	lcl|NC_003076.8_cds_NP_199513.2_44218
OG0007538	g13703.t1, g11445.t1	lcl|NC_003076.8_cds_NP_568675.1_44220
OG0007547	g29886.t1, g29884.t1	lcl|NC_003076.8_cds_NP_568689.1_44420
OG0007549	g33821.t1, g33822.t1	lcl|NC_003076.8_cds_NP_199621.2_44429
OG0007562	g12154.t1	lcl|NC_003076.8_cds_NP_199734.2_44663, lcl|NC_003076.8_cds_NP_001332206.1_44662
OG0007566	g15497.t1, g2395.t1	lcl|NC_003076.8_cds_NP_199802.1_44778
OG0007584	g4031.t1	lcl|NC_003076.8_cds_NP_200037.1_45207, lcl|NC_003076.8_cds_NP_001190521.1_45206
OG0007589	g3995.t1, g29673.t1	lcl|NC_003076.8_cds_NP_200076.2_45269
OG0007592	g13812.t1	lcl|NC_003076.8_cds_NP_001032067.1_45411, lcl|NC_003076.8_cds_NP_568791.1_45412
OG0007597	g9344.t1, g3916.t1	lcl|NC_003076.8_cds_NP_200227.1_45555
OG0007598	g33004.t1, g23182.t1	lcl|NC_003076.8_cds_NP_200231.1_45561
OG0007612	g14448.t1	lcl|NC_003076.8_cds_NP_200378.1_45824, lcl|NC_003076.8_cds_NP_001190548.1_45823
OG0007625	g16494.t1, g3837.t1	lcl|NC_003076.8_cds_NP_200497.1_46042
OG0007629	g21072.t1	lcl|NC_003076.8_cds_NP_001332576.1_46104, lcl|NC_003076.8_cds_NP_568851.2_46103
OG0007632	g16061.t1	lcl|NC_003076.8_cds_NP_200561.1_46171, lcl|NC_003076.8_cds_NP_200562.1_46173
OG0007633	g3310.t1	lcl|NC_003076.8_cds_NP_001332540.1_46214, lcl|NC_003076.8_cds_NP_200585.3_46213
OG0007636	g3253.t1	lcl|NC_003076.8_cds_NP_200612.2_46268, lcl|NC_003076.8_cds_NP_001332116.1_46269
OG0007637	g3386.t1	lcl|NC_003076.8_cds_NP_200618.3_46277, lcl|NC_003076.8_cds_NP_001318823.1_46276
OG0007666	g30483.t1	lcl|NC_003076.8_cds_NP_200888.2_46788, lcl|NC_003076.8_cds_NP_001190582.1_46787
OG0007667	g5262.t1, g11067.t1	lcl|NC_003076.8_cds_NP_200893.1_46796
OG0007670	g33370.t1	lcl|NC_003076.8_cds_NP_001190584.1_46846, lcl|NC_003076.8_cds_NP_200922.2_46847
OG0007677	g9654.t1	lcl|NC_003076.8_cds_NP_001032120.1_46950, lcl|NC_003076.8_cds_NP_200966.2_46949
OG0007679	g33079.t1, g33079.t2	lcl|NC_003076.8_cds_NP_200987.1_46984
OG0007684	g19930.t1	lcl|NC_003076.8_cds_NP_201077.2_47166, lcl|NC_003076.8_cds_NP_001330949.1_47167
OG0007702	g6053.t1	lcl|NC_003076.8_cds_NP_201299.2_47581, lcl|NC_003076.8_cds_NP_851271.1_47582
OG0007706	g26622.t1	lcl|NC_003076.8_cds_NP_001332735.1_47694, lcl|NC_003076.8_cds_NP_201348.1_47695
OG0007708	g19245.t1	lcl|NC_003076.8_cds_NP_001318885.1_47734, lcl|NC_003076.8_cds_NP_851275.1_47733
OG0007727	g2597.t1	lcl|NC_003076.8_cds_NP_201559.1_48139, lcl|NC_003076.8_cds_NP_851286.1_48140
OG0007728	g35705.t1, g35745.t1	lcl|NC_037304.1_cds_YP_009472102.2_48153
OG0008898	g24188.t1	lcl|NC_003070.9_cds_NP_171698.1_217
OG0008924	g10825.t1	lcl|NC_003070.9_cds_NP_563678.1_460
OG0008962	g13081.t1	lcl|NC_003070.9_cds_NP_171954.1_735
OG0008966	g13052.t1	lcl|NC_003070.9_cds_NP_171976.1_774
OG0008970	g6613.t1	lcl|NC_003070.9_cds_NP_171984.2_785
OG0008998	g11680.t1	lcl|NC_003070.9_cds_NP_563749.1_997
OG0009006	g8741.t1	lcl|NC_003070.9_cds_NP_172114.2_1104
OG0009045	g12656.t1	lcl|NC_003070.9_cds_NP_172310.1_1548
OG0009059	g22537.t1	lcl|NC_003070.9_cds_NP_563840.1_1748
OG0009066	g9862.t1	lcl|NC_003070.9_cds_NP_172434.1_1811
OG0009101	g22484.t1	lcl|NC_003070.9_cds_NP_563881.1_2102
OG0009139	g20200.t1	lcl|NC_003070.9_cds_NP_563916.1_2464
OG0009147	g109.t1	lcl|NC_003070.9_cds_NP_172777.1_2518
OG0009245	g3641.t1	lcl|NC_003070.9_cds_NP_564029.1_3383
OG0009254	g15116.t1	lcl|NC_003070.9_cds_NP_173229.1_3423
OG0009262	g8999.t1	lcl|NC_003070.9_cds_NP_173248.1_3459
OG0009281	g26073.t1	lcl|NC_003070.9_cds_NP_001077560.1_3593
OG0009285	g33252.t1	lcl|NC_003070.9_cds_NP_173339.1_3628
OG0009316	g33708.t1	lcl|NC_003070.9_cds_NP_173451.5_3840
OG0009346	g19456.t1	lcl|NC_003070.9_cds_NP_173592.3_4109
OG0009352	g33625.t1	lcl|NC_003070.9_cds_NP_173605.1_4131
OG0009364	g33900.t1	lcl|NC_003070.9_cds_NP_173657.1_4217
OG0009368	g33576.t1	lcl|NC_003070.9_cds_NP_173675.1_4245
OG0009369	g26202.t1	lcl|NC_003070.9_cds_NP_173676.2_4246
OG0009371	g33835.t1	lcl|NC_003070.9_cds_NP_564180.1_4275
OG0009386	g2231.t1	lcl|NC_003070.9_cds_NP_173736.1_4377
OG0009390	g31812.t1	lcl|NC_003070.9_cds_NP_173754.2_4408
OG0009426	g2110.t1	lcl|NC_003070.9_cds_NP_564237.2_4738
OG0009433	g26008.t1	lcl|NC_003070.9_cds_NP_173983.1_4840
OG0009436	g2291.t1	lcl|NC_003070.9_cds_NP_564255.1_4850
OG0009453	g11142.t1	lcl|NC_003070.9_cds_NP_564278.1_4967
OG0009455	g20140.t1	lcl|NC_003070.9_cds_NP_174060.1_4990
OG0009479	g24745.t1	lcl|NC_003070.9_cds_NP_174164.2_5187
OG0009492	g24691.t1	lcl|NC_003070.9_cds_NP_174220.1_5299
OG0009519	g1821.t1	lcl|NC_003070.9_cds_NP_174346.1_5538
OG0009558	g5523.t1	lcl|NC_003070.9_cds_NP_174536.1_5892
OG0009587	g26245.t1	lcl|NC_003070.9_cds_NP_174703.1_6176
OG0009612	g17354.t1	lcl|NC_003070.9_cds_NP_174901.1_6423
OG0009620	g31019.t1	lcl|NC_003070.9_cds_NP_174998.1_6478
OG0009639	g32567.t1	lcl|NC_003070.9_cds_NP_564490.1_6624
OG0009689	g20309.t1	lcl|NC_003070.9_cds_NP_564535.1_7049
OG0009730	g23276.t1	lcl|NC_003070.9_cds_NP_175502.2_7370
OG0009772	g23316.t1	lcl|NC_003070.9_cds_NP_175673.1_7689
OG0009780	g14612.t1	lcl|NC_003070.9_cds_NP_175706.1_7739
OG0009783	g26395.t1	lcl|NC_003070.9_cds_NP_175716.1_7761
OG0009821	g7137.t1	lcl|NC_003070.9_cds_NP_175835.2_8013
OG0009831	g13877.t1	lcl|NC_003070.9_cds_NP_175906.1_8152
OG0009844	g6381.t1	lcl|NC_003070.9_cds_NP_175933.1_8224
OG0009911	g32339.t1	lcl|NC_003070.9_cds_NP_176222.2_8806
OG0009963	g15549.t1	lcl|NC_003070.9_cds_NP_176613.1_9608
OG0009971	g11778.t1	lcl|NC_003070.9_cds_NP_176636.1_9646
OG0009987	g18758.t1	lcl|NC_003070.9_cds_NP_564851.1_9797
OG0009988	g19156.t1	lcl|NC_003070.9_cds_NP_176722.2_9799
OG0010005	g34667.t1	lcl|NC_003070.9_cds_NP_176789.1_9920
OG0010011	g31223.t1	lcl|NC_003070.9_cds_NP_176808.3_9951
OG0010017	g19300.t1	lcl|NC_003070.9_cds_NP_176845.2_10012
OG0010088	g16889.t1	lcl|NC_003070.9_cds_NP_177118.1_10567
OG0010097	g2356.t1	lcl|NC_003070.9_cds_NP_177154.1_10629
OG0010119	g2189.t1	lcl|NC_003070.9_cds_NP_177267.2_10841
OG0010148	g23644.t1	lcl|NC_003070.9_cds_NP_177415.1_11101
OG0010149	g3861.t1	lcl|NC_003070.9_cds_NP_177417.1_11103
OG0010154	g25294.t1	lcl|NC_003070.9_cds_NP_565054.1_11161
OG0010182	g5894.t1	lcl|NC_003070.9_cds_NP_177605.2_11459
OG0010191	g11651.t1	lcl|NC_003070.9_cds_NP_177667.1_11562
OG0010197	g19715.t1	lcl|NC_003070.9_cds_NP_177679.1_11590
OG0010202	g7389.t1	lcl|NC_003070.9_cds_NP_565114.1_11610
OG0010203	g7372.t1	lcl|NC_003070.9_cds_NP_177700.1_11619
OG0010221	g10282.t1	lcl|NC_003070.9_cds_NP_177796.1_11791
OG0010227	g33754.t1	lcl|NC_003070.9_cds_NP_177838.2_11878
OG0010236	g23633.t1	lcl|NC_003070.9_cds_NP_177879.3_11949
OG0010240	g9312.t1	lcl|NC_003070.9_cds_NP_565164.1_12023
OG0010265	g1424.t1	lcl|NC_003070.9_cds_NP_178051.1_12275
OG0010267	g20865.t1	lcl|NC_003070.9_cds_NP_178062.1_12287
OG0010268	g20854.t1	lcl|NC_003070.9_cds_NP_178071.1_12306
OG0010270	g26840.t1	lcl|NC_003070.9_cds_NP_178079.2_12327
OG0010279	g21608.t1	lcl|NC_003070.9_cds_NP_178131.1_12472
OG0010328	g32446.t1	lcl|NC_003071.7_cds_NP_178442.2_13104
OG0010330	g16386.t1	lcl|NC_003071.7_cds_NP_027544.1_13113
OG0010331	g32458.t1	lcl|NC_003071.7_cds_NP_027545.1_13118
OG0010370	g14519.t1	lcl|NC_003071.7_cds_NP_178634.2_13464
OG0010477	g8109.t1	lcl|NC_003071.7_cds_NP_179316.2_14319
OG0010480	g20202.t1	lcl|NC_003071.7_cds_NP_179349.2_14379
OG0010559	g32256.t1	lcl|NC_003071.7_cds_NP_179711.2_15019
OG0010588	g5862.t1	lcl|NC_003071.7_cds_NP_179842.2_15276
OG0010598	g35268.t1	lcl|NC_003071.7_cds_NP_565543.1_15345
OG0010600	g5478.t1	lcl|NC_003071.7_cds_NP_179889.1_15387
OG0010676	g21650.t1	lcl|NC_003071.7_cds_NP_180239.1_16081
OG0010683	g3075.t1	lcl|NC_003071.7_cds_NP_180257.3_16120
OG0010702	g12737.t1	lcl|NC_003071.7_cds_NP_565666.1_16352
OG0010708	g12781.t1	lcl|NC_003071.7_cds_NP_180407.1_16395
OG0010719	g4318.t1	lcl|NC_003071.7_cds_NP_180511.1_16581
OG0010720	g28464.t1	lcl|NC_003071.7_cds_NP_180515.1_16594
OG0010722	g27089.t1	lcl|NC_003071.7_cds_NP_565684.1_16618
OG0010840	g31550.t1	lcl|NC_003071.7_cds_NP_850250.1_17770
OG0010853	g8009.t1	lcl|NC_003071.7_cds_NP_181181.1_17919
OG0010854	g30863.t1	lcl|NC_003071.7_cds_NP_181186.1_17926
OG0010863	g20100.t1	lcl|NC_003071.7_cds_NP_850271.5_17984
OG0010871	g30767.t1	lcl|NC_003071.7_cds_NP_181258.2_18072
OG0010872	g28485.t1	lcl|NC_003071.7_cds_NP_181268.1_18096
OG0010903	g22058.t1	lcl|NC_003071.7_cds_NP_181381.2_18305
OG0010908	g1830.t1	lcl|NC_003071.7_cds_NP_850297.1_18362
OG0010923	g20856.t1	lcl|NC_003071.7_cds_NP_181477.1_18509
OG0010944	g30886.t1	lcl|NC_003071.7_cds_NP_181581.1_18721
OG0010949	g18366.t1	lcl|NC_003071.7_cds_NP_181607.1_18775
OG0011017	g30163.t1	lcl|NC_003071.7_cds_NP_181907.1_19410
OG0011018	g30161.t1	lcl|NC_003071.7_cds_NP_181908.1_19413
OG0011034	g1585.t1	lcl|NC_003071.7_cds_NP_181990.1_19558
OG0011052	g31136.t1	lcl|NC_003071.7_cds_NP_182067.1_19697
OG0011075	g31370.t1	lcl|NC_003071.7_cds_NP_182200.2_19970
OG0011090	g6058.t1	lcl|NC_003071.7_cds_NP_182302.1_20169
OG0011146	g19334.t1	lcl|NC_003074.8_cds_NP_566175.1_20585
OG0011150	g17536.t1	lcl|NC_003074.8_cds_NP_186921.1_20626
OG0011168	g32247.t1	lcl|NC_003074.8_cds_NP_187018.1_20788
OG0011204	g22306.t1	lcl|NC_003074.8_cds_NP_187186.5_21123
OG0011207	g8440.t1	lcl|NC_003074.8_cds_NP_187198.1_21149
OG0011240	g9803.t1	lcl|NC_003074.8_cds_NP_187346.1_21469
OG0011242	g28692.t1	lcl|NC_003074.8_cds_NP_187361.1_21496
OG0011252	g6447.t1	lcl|NC_003074.8_cds_NP_187397.1_21561
OG0011262	g14481.t1	lcl|NC_003074.8_cds_NP_187445.1_21668
OG0011264	g29829.t1	lcl|NC_003074.8_cds_NP_187454.2_21688
OG0011267	g1775.t1	lcl|NC_003074.8_cds_NP_187463.1_21701
OG0011268	g28217.t1	lcl|NC_003074.8_cds_NP_187467.1_21711
OG0011308	g23466.t1	lcl|NC_003074.8_cds_NP_187644.1_22060
OG0011311	g10118.t1	lcl|NC_003074.8_cds_NP_683545.2_22073
OG0011350	g30566.t1	lcl|NC_003074.8_cds_NP_187805.1_22391
OG0011356	g9898.t1	lcl|NC_003074.8_cds_NP_187818.1_22414
OG0011377	g14410.t1	lcl|NC_003074.8_cds_NP_001319538.1_22660
OG0011409	g9797.t1	lcl|NC_003074.8_cds_NP_188110.1_23004
OG0011417	g2978.t1	lcl|NC_003074.8_cds_NP_001078158.1_23060
OG0011435	g3690.t1	lcl|NC_003074.8_cds_NP_566534.1_23244
OG0011446	g29003.t1	lcl|NC_003074.8_cds_NP_188300.1_23383
OG0011464	g7147.t1	lcl|NC_003074.8_cds_NP_188405.1_23576
OG0011468	g18676.t1	lcl|NC_003074.8_cds_NP_188439.2_23636
OG0011474	g23434.t1	lcl|NC_003074.8_cds_NP_188490.1_23724
OG0011498	g32010.t1	lcl|NC_003074.8_cds_NP_188610.1_23946
OG0011513	g14577.t1	lcl|NC_003074.8_cds_NP_566666.2_24135
OG0011515	g12839.t1	lcl|NC_003074.8_cds_NP_188715.2_24157
OG0011531	g7931.t1	lcl|NC_003074.8_cds_NP_188817.1_24335
OG0011545	g14199.t1	lcl|NC_003074.8_cds_NP_188876.1_24439
OG0011552	g33882.t1	lcl|NC_003074.8_cds_NP_188898.1_24479
OG0011558	g7866.t1	lcl|NC_003074.8_cds_NP_566720.1_24532
OG0011572	g13107.t1	lcl|NC_003074.8_cds_NP_188985.2_24626
OG0011575	g13006.t1	lcl|NC_003074.8_cds_NP_189011.2_24680
OG0011584	g24749.t1	lcl|NC_003074.8_cds_NP_001319627.1_24730
OG0011592	g15003.t1	lcl|NC_003074.8_cds_NP_189076.1_24788
OG0011608	g33348.t1	lcl|NC_003074.8_cds_NP_189167.2_24963
OG0011623	g2972.t1	lcl|NC_003074.8_cds_NP_189297.1_25209
OG0011662	g12437.t1	lcl|NC_003074.8_cds_NP_189546.1_25714
OG0011671	g35517.t1	lcl|NC_003074.8_cds_NP_189578.1_25771
OG0011712	g19138.t1	lcl|NC_003074.8_cds_NP_190057.1_26247
OG0011740	g28434.t1	lcl|NC_003074.8_cds_NP_190258.1_26609
OG0011789	g35250.t1	lcl|NC_003074.8_cds_NP_001154669.1_27136
OG0011797	g2490.t1	lcl|NC_003074.8_cds_NP_190565.1_27173
OG0011799	g5468.t1	lcl|NC_003074.8_cds_NP_190569.2_27179
OG0011818	g33939.t1	lcl|NC_003074.8_cds_NP_190658.1_27315
OG0011830	g16820.t1	lcl|NC_003074.8_cds_NP_190699.3_27380
OG0011857	g27093.t1	lcl|NC_003074.8_cds_NP_566969.1_27637
OG0011873	g4762.t1	lcl|NC_003074.8_cds_NP_190913.1_27793
OG0011899	g4866.t1	lcl|NC_003074.8_cds_NP_567007.1_28032
OG0011919	g4278.t1	lcl|NC_003074.8_cds_NP_191139.1_28256
OG0011935	g22157.t1	lcl|NC_003074.8_cds_NP_191250.1_28478
OG0011950	g23431.t1	lcl|NC_003074.8_cds_NP_191320.1_28611
OG0011952	g4927.t1	lcl|NC_003074.8_cds_NP_191326.1_28620
OG0011994	g30138.t1	lcl|NC_003074.8_cds_NP_191546.1_29024
OG0012007	g1474.t1	lcl|NC_003074.8_cds_NP_567104.1_29198
OG0012039	g29018.t1	lcl|NC_003074.8_cds_NP_191819.1_29541
OG0012074	g24291.t1	lcl|NC_003075.7_cds_NP_567175.2_29802
OG0012082	g24676.t1	lcl|NC_003075.7_cds_NP_191981.1_29877
OG0012129	g28853.t1	lcl|NC_003075.7_cds_NP_192181.2_30290
OG0012150	g933.t1	lcl|NC_003075.7_cds_NP_192344.1_30527
OG0012170	g29280.t1	lcl|NC_003075.7_cds_NP_974516.4_30705
OG0012187	g23104.t1	lcl|NC_003075.7_cds_NP_567342.1_30945
OG0012207	g3377.t1	lcl|NC_003075.7_cds_NP_192756.2_31141
OG0012214	g11755.t1	lcl|NC_003075.7_cds_NP_192801.1_31219
OG0012217	g11769.t1	lcl|NC_003075.7_cds_NP_192817.1_31243
OG0012245	g24166.t1	lcl|NC_003075.7_cds_NP_192962.1_31499
OG0012254	g14751.t1	lcl|NC_003075.7_cds_NP_193004.2_31575
OG0012265	g30221.t1	lcl|NC_003075.7_cds_NP_193084.1_31759
OG0012279	g6499.t1	lcl|NC_003075.7_cds_NP_193130.1_31846
OG0012301	g8420.t1	lcl|NC_003075.7_cds_NP_193259.2_32188
OG0012318	g12142.t1	lcl|NC_003075.7_cds_NP_567486.1_32375
OG0012356	g3029.t1	lcl|NC_003075.7_cds_NP_193510.1_32757
OG0012365	g11408.t1	lcl|NC_003075.7_cds_NP_193530.1_32790
OG0012369	g2271.t1	lcl|NC_003075.7_cds_NP_193551.1_32834
OG0012381	g24672.t1	lcl|NC_003075.7_cds_NP_567564.1_32949
OG0012442	g24913.t1	lcl|NC_003075.7_cds_NP_567641.1_33584
OG0012443	g24926.t1	lcl|NC_003075.7_cds_NP_193932.1_33591
OG0012507	g35191.t1	lcl|NC_003075.7_cds_NP_194207.1_34156
OG0012576	g33003.t1	lcl|NC_003075.7_cds_NP_567774.1_34678
OG0012617	g16423.t1	lcl|NC_003075.7_cds_NP_194629.1_35004
OG0012635	g25895.t1	lcl|NC_003075.7_cds_NP_194715.2_35142
OG0012645	g3295.t1	lcl|NC_003075.7_cds_NP_194781.2_35261
OG0012721	g2752.t1	lcl|NC_003075.7_cds_NP_195180.1_36118
OG0012735	g1489.t1	lcl|NC_003075.7_cds_NP_567980.1_36250
OG0012745	g5719.t1	lcl|NC_003075.7_cds_NP_195300.1_36359
OG0012770	g19115.t1	lcl|NC_003075.7_cds_NP_568010.1_36577
OG0012784	g35275.t1	lcl|NC_003075.7_cds_NP_195480.1_36698
OG0012786	g19219.t1	lcl|NC_003075.7_cds_NP_195488.2_36715
OG0012823	g16657.t1	lcl|NC_003075.7_cds_NP_195688.1_37090
OG0012824	g17861.t1	lcl|NC_003075.7_cds_NP_195694.1_37101
OG0012828	g3395.t1	lcl|NC_003076.8_cds_NP_195722.2_37161
OG0012841	g27197.t1	lcl|NC_003076.8_cds_NP_195791.1_37283
OG0012847	g23540.t1	lcl|NC_003076.8_cds_NP_195821.1_37349
OG0012855	g22052.t1	lcl|NC_003076.8_cds_NP_195848.1_37397
OG0012857	g23484.t1	lcl|NC_003076.8_cds_NP_568100.1_37425
OG0012861	g4463.t1	lcl|NC_003076.8_cds_NP_195900.2_37480
OG0012863	g12462.t1	lcl|NC_003076.8_cds_NP_195902.1_37483
OG0012881	g7088.t1	lcl|NC_003076.8_cds_NP_195985.3_37641
OG0012906	g4590.t1	lcl|NC_003076.8_cds_NP_196072.1_37812
OG0012914	g34580.t1	lcl|NC_003076.8_cds_NP_568146.1_37878
OG0012933	g35736.t1	lcl|NC_003076.8_cds_NP_001031841.1_38076
OG0012937	g19630.t1	lcl|NC_003076.8_cds_NP_196261.1_38160
OG0012939	g6226.t1	lcl|NC_003076.8_cds_NP_196279.1_38198
OG0012960	g19878.t1	lcl|NC_003076.8_cds_NP_196389.1_38418
OG0012987	g30034.t1	lcl|NC_003076.8_cds_NP_680157.1_38625
OG0012997	g6102.t1	lcl|NC_003076.8_cds_NP_196543.1_38763
OG0012999	g6020.t1	lcl|NC_003076.8_cds_NP_196554.1_38789
OG0013024	g31043.t1	lcl|NC_003076.8_cds_NP_568244.2_39034
OG0013035	g34307.t1	lcl|NC_003076.8_cds_NP_196713.1_39119
OG0013042	g14320.t1	lcl|NC_003076.8_cds_NP_196738.1_39160
OG0013058	g28261.t1	lcl|NC_003076.8_cds_NP_196789.1_39293
OG0013059	g12835.t1	lcl|NC_003076.8_cds_NP_196794.1_39299
OG0013062	g4925.t1	lcl|NC_003076.8_cds_NP_196811.1_39326
OG0013063	g31901.t1	lcl|NC_003076.8_cds_NP_196812.1_39327
OG0013069	g16.t1	lcl|NC_003076.8_cds_NP_196834.3_39367
OG0013105	g5201.t1	lcl|NC_003076.8_cds_NP_196999.1_39689
OG0013146	g34710.t1	lcl|NC_003076.8_cds_NP_568337.4_39996
OG0013167	g29936.t1	lcl|NC_003076.8_cds_NP_568354.1_40159
OG0013178	g10275.t1	lcl|NC_003076.8_cds_NP_197319.1_40245
OG0013182	g14252.t1	lcl|NC_003076.8_cds_NP_197358.2_40324
OG0013198	g18100.t1	lcl|NC_003076.8_cds_NP_197430.1_40462
OG0013209	g30363.t1	lcl|NC_003076.8_cds_NP_568381.1_40563
OG0013235	g13446.t1	lcl|NC_003076.8_cds_NP_197606.1_40799
OG0013252	g6208.t1	lcl|NC_003076.8_cds_NP_197628.1_40913
OG0013285	g9356.t1	lcl|NC_003076.8_cds_NP_568446.2_41349
OG0013288	g15650.t1	lcl|NC_003076.8_cds_NP_197859.4_41401
OG0013293	g31064.t1	lcl|NC_003076.8_cds_NP_001318647.1_41519
OG0013316	g23980.t1	lcl|NC_003076.8_cds_NP_198045.1_41753
OG0013333	g13415.t1	lcl|NC_003076.8_cds_NP_198201.1_42008
OG0013339	g1945.t1	lcl|NC_003076.8_cds_NP_198386.1_42174
OG0013347	g3893.t1	lcl|NC_003076.8_cds_NP_568528.2_42205
OG0013387	g5349.t1	lcl|NC_003076.8_cds_NP_198689.1_42712
OG0013419	g5126.t1	lcl|NC_003076.8_cds_NP_568585.1_43029
OG0013434	g11812.t1	lcl|NC_003076.8_cds_NP_199002.1_43241
OG0013453	g25799.t1	lcl|NC_003076.8_cds_NP_199079.1_43367
OG0013460	g19709.t1	lcl|NC_003076.8_cds_NP_199109.1_43427
OG0013461	g25829.t1	lcl|NC_003076.8_cds_NP_199111.1_43432
OG0013513	g1873.t1	lcl|NC_003076.8_cds_NP_199430.1_44067
OG0013542	g13455.t1	lcl|NC_003076.8_cds_NP_199596.1_44383
OG0013544	g2796.t1	lcl|NC_003076.8_cds_NP_199636.1_44458
OG0013563	g26930.t1	lcl|NC_003076.8_cds_NP_199745.1_44687
OG0013573	g31082.t1	lcl|NC_003076.8_cds_NP_199804.1_44780
OG0013580	g1905.t1	lcl|NC_003076.8_cds_NP_568722.1_44843
OG0013593	g31915.t1	lcl|NC_003076.8_cds_NP_199898.1_44948
OG0013609	g11866.t1	lcl|NC_003076.8_cds_NP_568765.1_45109
OG0013634	g9469.t1	lcl|NC_003076.8_cds_NP_200104.1_45316
OG0013645	g9433.t1	lcl|NC_003076.8_cds_NP_568792.1_45413
OG0013649	g18631.t1	lcl|NC_003076.8_cds_NP_200166.1_45453
OG0013655	g23152.t1	lcl|NC_003076.8_cds_NP_200205.1_45520
OG0013659	g16700.t1	lcl|NC_003076.8_cds_NP_200234.1_45566
OG0013668	g32948.t1	lcl|NC_003076.8_cds_NP_200288.1_45652
OG0013673	g28043.t1	lcl|NC_003076.8_cds_NP_200307.1_45680
OG0013678	g16382.t1	lcl|NC_003076.8_cds_NP_200330.1_45730
OG0013691	g23930.t1	lcl|NC_003076.8_cds_NP_200385.1_45834
OG0013709	g20525.t1	lcl|NC_003076.8_cds_NP_568846.1_46066
OG0013710	g16509.t1	lcl|NC_003076.8_cds_NP_200513.1_46067
OG0013723	g3324.t1	lcl|NC_003076.8_cds_NP_200558.1_46168
OG0013724	g12756.t1	lcl|NC_003076.8_cds_NP_200570.1_46190
OG0013738	g22503.t1	lcl|NC_003076.8_cds_NP_200631.1_46304
OG0013772	g4973.t1	lcl|NC_003076.8_cds_NP_200877.1_46774
OG0013781	g33392.t1	lcl|NC_003076.8_cds_NP_200904.1_46817
OG0013804	g9562.t1	lcl|NC_003076.8_cds_NP_201025.1_47089
OG0013824	g33202.t1	lcl|NC_003076.8_cds_NP_201105.1_47223
OG0013830	g7774.t1	lcl|NC_003076.8_cds_NP_568967.1_47258
OG0013834	g33148.t1	lcl|NC_003076.8_cds_NP_201134.1_47274
OG0013849	g13116.t1	lcl|NC_003076.8_cds_NP_201195.1_47387
OG0013861	g2501.t1	lcl|NC_003076.8_cds_NP_201226.2_47436
OG0013878	g2514.t1	lcl|NC_003076.8_cds_NP_201329.1_47656
OG0013912	g19591.t1	lcl|NC_003076.8_cds_NP_201520.1_48070
OG0013918	g18769.t1	lcl|NC_003076.8_cds_NP_201564.1_48146
OG0013919	g32715.t1	lcl|NC_037304.1_cds_YP_009472108.1_48159
