bin_i	bin_j	mean_r2	n_pairs
1:18160001-18170000	1:21030001-21040000	0.00449366	3968
1:17530001-17540000	1:18460001-18470000	0.00302562	22287
1:19110001-19120000	1:20900001-20910000	0.00516761	1672
1:20180001-20190000	1:20810001-20820000	0.00408208	98556
1:19950001-19960000	1:20670001-20680000	0.00210022	28056
1:18680001-18690000	1:20560001-20570000	0.00474371	192666
1:20040001-20050000	1:20710001-20720000	0.00179807	6084
1:17390001-17400000	1:17930001-17940000	0.00570967	27528
1:18540001-18550000	1:20460001-20470000	0.00152032	1984
1:18080001-18090000	1:19470001-19480000	0.00430082	91875
1:18570001-18580000	1:19440001-19450000	0.00275935	2375
1:17760001-17770000	1:20320001-20330000	0.00164068	16416
1:18400001-18410000	1:20360001-20370000	0.00200262	39931
1:17650001-17660000	1:19200001-19210000	0.0061764	4256
1:17740001-17750000	1:19920001-19930000	0.00275441	1290
1:17620001-17630000	1:20220001-20230000	0.00147877	2862
1:17710001-17720000	1:20940001-20950000	0.00297287	70755
1:17600001-17610000	1:19820001-19830000	0.00194545	574
1:17900001-17910000	1:19110001-19120000	0.0100631	46056
1:17890001-17900000	1:20650001-20660000	0.00624084	8721
1:17680001-17690000	1:18760001-18770000	0.0075755	47060
1:18170001-18180000	1:21230001-21240000	0.0123332	8030
1:17540001-17550000	1:18660001-18670000	0.00890954	16900
1:18660001-18670000	1:21200001-21210000	0.0051472	85475
1:19960001-19970000	1:20870001-20880000	0.00293467	38220
1:19870001-19880000	1:20150001-20160000	0.00549272	19694
1:19380001-19390000	1:20180001-20190000	0.00425528	112690
1:18030001-18040000	1:21130001-21140000	0.00144565	4144
1:17400001-17410000	1:18560001-18570000	0.00183836	27612
1:18520001-18530000	1:21100001-21110000	0.00123442	171
1:20860001-20870000	1:21120001-21130000	0.00480059	6549
1:20370001-20380000	1:21150001-21160000	0.00286249	131100
1:19820001-19830000	1:20770001-20780000	0.00152719	168
1:19730001-19740000	1:20050001-20060000	0.00180904	2080
1:19360001-19370000	1:19780001-19790000	0.00706729	58301
1:19240001-19250000	1:20080001-20090000	0.00191263	16536
1:20720001-20730000	1:21020001-21030000	0.00555826	63019
1:20230001-20240000	1:21050001-21060000	0.00295544	81900
1:19090001-19100000	1:19730001-19740000	0.0110674	24960
1:18580001-18590000	1:19640001-19650000	0.001736	39102
1:18550001-18560000	1:20660001-20670000	0.00204837	76160
1:19220001-19230000	1:19680001-19690000	0.00254761	1082
1:17380001-17390000	1:20510001-20520000	0.00127893	8686
1:18440001-18450000	1:19540001-19550000	0.00286546	17480
1:18410001-18420000	1:20560001-20570000	0.00255815	6846
1:18900001-18910000	1:20530001-20540000	0.00348837	21888
1:17660001-17670000	1:19400001-19410000	0.00429996	70280
1:17630001-17640000	1:20420001-20430000	0.00149448	3906
1:20090001-20100000	1:20520001-20530000	0.00311313	46248
1:18300001-18310000	1:19440001-19450000	0.00718358	665
1:17900001-17910000	1:21280001-21290000	0.0031657	115443
1:18380001-18390000	1:18380001-18390000	0.0446535	1485
1:18590001-18600000	1:20270001-20280000	0.00763924	15600
1:17520001-17530000	1:19300001-19310000	0.00237793	11712
1:17460001-17470000	1:18140001-18150000	0.00231963	2146
1:17950001-17960000	1:18110001-18120000	0.00184624	1700
1:17790001-17800000	1:19730001-19740000	0.00458663	36192
1:18100001-18110000	1:18180001-18190000	0.00824382	918
1:19880001-19890000	1:20350001-20360000	0.00404198	85800
1:17320001-17330000	1:18040001-18050000	0.00979285	29756
1:17410001-17420000	1:18760001-18770000	0.00442899	101920
1:18530001-18540000	1:21300001-21310000	0.00194918	4144
1:17810001-17820000	1:18010001-18020000	0.0144974	42354
1:17900001-17910000	1:18730001-18740000	0.0250527	150591
1:19860001-19870000	1:19950001-19960000	0.00819433	2436
1:19830001-19840000	1:20970001-20980000	0.00346959	180616
1:19740001-19750000	1:20250001-20260000	0.00170678	11564
1:19370001-19380000	1:19980001-19990000	0.00189033	12985
1:19250001-19260000	1:20280001-20290000	0.00211502	63736
1:18070001-18080000	1:20990001-21000000	0.00230859	1848
1:20730001-20740000	1:21220001-21230000	0.00251132	23652
1:19590001-19600000	1:19900001-19910000	0.0100175	133774
1:18960001-18970000	1:20110001-20120000	0.00764959	7680
1:17590001-17600000	1:18470001-18480000	0.00147767	5525
1:18080001-18090000	1:20130001-20140000	0.00663454	45815
1:18170001-18180000	1:20850001-20860000	0.0035712	715
1:17990001-18000000	1:19190001-19200000	0.00241348	1596
1:19600001-19610000	1:20150001-20160000	0.00168979	688
1:19230001-19240000	1:19880001-19890000	0.00186326	14520
1:19140001-19150000	1:19160001-19170000	0.0548392	49105
1:19110001-19120000	1:20180001-20190000	0.00435115	58064
1:20100001-20110000	1:21150001-21160000	0.00322729	34155
1:18940001-18950000	1:19710001-19720000	0.00204575	6636
1:18910001-18920000	1:20730001-20740000	0.00130386	1296
1:18030001-18040000	1:20750001-20760000	0.00161958	7644
1:18360001-18370000	1:19020001-19030000	0.00378233	1145
1:18450001-18460000	1:19740001-19750000	0.00171723	5488
1:20370001-20380000	1:20770001-20780000	0.00152067	9120
1:17670001-17680000	1:19600001-19610000	0.00227513	2200
1:18800001-18810000	1:19610001-19620000	0.00550017	2628
1:18310001-18320000	1:19640001-19650000	0.00159163	294
1:20230001-20240000	1:20670001-20680000	0.00266883	42084
1:17530001-17540000	1:19500001-19510000	0.00435686	36499
1:18850001-18860000	1:19090001-19100000	0.0162908	3240
1:20590001-20600000	1:20790001-20800000	0.00591259	50958
1:19370001-19380000	1:21020001-21030000	0.00289154	89305
1:17950001-17960000	1:20280001-20290000	0.0017345	5140
1:18250001-18260000	1:18480001-18490000	0.00182896	2160
1:17960001-17970000	1:18310001-18320000	0.00079242	178
1:18110001-18120000	1:18380001-18390000	0.00185663	9350
1:19860001-19870000	1:21090001-21100000	0.00229522	725
1:17330001-17340000	1:18240001-18250000	0.00511927	26505
1:17820001-17830000	1:18210001-18220000	0.0205894	37022
1:19750001-19760000	1:20450001-20460000	0.00148374	2150
1:17460001-17470000	1:17760001-17770000	0.00183347	3996
1:19610001-19620000	1:20350001-20360000	0.00162751	4680
1:19150001-19160000	1:19360001-19370000	0.0112405	101437
1:18530001-18540000	1:20920001-20930000	0.00229363	9968
1:18370001-18380000	1:19220001-19230000	0.00235121	2
1:18070001-18080000	1:19930001-19940000	0.00489144	16968
1:18040001-18050000	1:20950001-20960000	0.00840422	43250
1:17320001-17330000	1:17660001-17670000	0.00456138	48160
1:20870001-20880000	1:20940001-20950000	0.00701001	55650
1:20380001-20390000	1:20970001-20980000	0.00314275	134618
1:19090001-19100000	1:20490001-20500000	0.00248045	54120
1:19010001-19020000	1:19260001-19270000	0.00481803	3150
1:19100001-19110000	1:19980001-19990000	0.00211375	14063
1:18230001-18240000	1:19120001-19130000	0.0080661	12702
1:18320001-18330000	1:19840001-19850000	0.00204871	120
1:18810001-18820000	1:19810001-19820000	0.00663722	105210
1:20730001-20740000	1:20840001-20850000	0.00327319	10908
1:20290001-20300000	1:21060001-21070000	0.0033778	51339
1:20240001-20250000	1:20870001-20880000	0.00272499	34860
1:20150001-20160000	1:20150001-20160000	0.130082	3655
1:20100001-20110000	1:20770001-20780000	0.00187531	2376
1:20010001-20020000	1:20050001-20060000	0.00238633	1730
1:17400001-17410000	1:19600001-19610000	0.00141725	4248
1:17960001-17970000	1:20480001-20490000	0.00619611	19936
1:18720001-18730000	1:19190001-19200000	0.0083971	21147
1:19240001-19250000	1:21120001-21130000	0.00203666	2301
1:17820001-17830000	1:20380001-20390000	0.00281885	55187
1:17830001-17840000	1:18410001-18420000	0.000837708	28
1:19100001-19110000	1:21020001-21030000	0.00284122	96719
1:17790001-17800000	1:20490001-20500000	0.00167085	78474
1:19730001-19740000	1:21190001-21200000	0.00350087	83616
1:19370001-19380000	1:20640001-20650000	0.00392924	69695
1:17470001-17480000	1:17960001-17970000	0.00638074	6586
1:19230001-19240000	1:20540001-20550000	0.00160729	13156
1:17330001-17340000	1:17860001-17870000	0.00417977	83235
1:18450001-18460000	1:20400001-20410000	0.00209306	16072
1:17820001-17830000	1:17830001-17840000	0.00657857	346
1:19020001-19030000	1:19460001-19470000	0.00229556	2290
1:19890001-19900000	1:20980001-20990000	0.00245326	96668
1:17450001-17460000	1:21150001-21160000	0.00297031	155940
1:17940001-17950000	1:21120001-21130000	0.00249289	16520
1:20790001-20800000	1:21230001-21240000	0.00393588	65262
1:20160001-20170000	1:20350001-20360000	0.00425276	102180
1:17310001-17320000	1:21050001-21060000	0.00236455	320450
1:18100001-18110000	1:19220001-19230000	0.00124195	108
1:20600001-20610000	1:20940001-20950000	0.00175852	1590
1:20110001-20120000	1:20970001-20980000	0.00474593	25320
1:20020001-20030000	1:20250001-20260000	0.00413924	15576
1:17970001-17980000	1:20680001-20690000	0.00328247	30360
1:18370001-18380000	1:18840001-18850000	0.000983579	106
1:17830001-17840000	1:20580001-20590000	0.00199958	940
1:17860001-17870000	1:19560001-19570000	0.0060176	21838
1:18230001-18240000	1:18740001-18750000	0.00990709	29290
1:20290001-20300000	1:20680001-20690000	0.00295942	35970
1:17450001-17460000	1:18600001-18610000	0.00155495	15368
1:17590001-17600000	1:19510001-19520000	0.00270582	6890
1:19990001-20000000	1:20010001-20020000	0.0256464	15224
1:21060001-21070000	1:21230001-21240000	0.00464799	22922
1:19870001-19880000	1:20810001-20820000	0.00330587	59082
1:19380001-19390000	1:20840001-20850000	0.0027015	29795
1:17310001-17320000	1:18500001-18510000	0.00166083	8381
1:19730001-19740000	1:20710001-20720000	0.00176717	2704
1:19240001-19250000	1:20740001-20750000	0.00166643	7449
1:19150001-19160000	1:20020001-20030000	0.00845328	39732
1:19780001-19790000	1:20190001-20200000	0.0035233	15916
1:18460001-18470000	1:20600001-20610000	0.00169202	414
1:19520001-19530000	1:19630001-19640000	0.00590435	47314
1:19100001-19110000	1:20640001-20650000	0.00308511	75481
1:19640001-19650000	1:20090001-20100000	0.00406789	110544
1:18320001-18330000	1:20500001-20510000	0.000930259	2496
1:20140001-20150000	1:21090001-21100000	0.0017468	2075
1:18070001-18080000	1:20690001-20700000	0.00304361	5880
1:17320001-17330000	1:21250001-21260000	0.00338528	45408
1:17810001-17820000	1:21220001-21230000	0.00204314	51246
1:20030001-20040000	1:20450001-20460000	0.00309616	53105
1:18590001-18600000	1:20930001-20940000	0.00672251	7920
1:18560001-18570000	1:19180001-19190000	0.00477972	22204
1:20690001-20700000	1:20990001-21000000	0.00218371	385
1:17870001-17880000	1:19760001-19770000	0.00903835	40885
1:18150001-18160000	1:18220001-18230000	0.0897057	11466
1:18240001-18250000	1:18940001-18950000	0.00283197	4503
1:18730001-18740000	1:18910001-18920000	0.00463009	5964
1:17450001-17460000	1:20770001-20780000	0.00171303	10848
1:20790001-20800000	1:20850001-20860000	0.00206538	5811
1:17460001-17470000	1:18800001-18810000	0.0033766	10804
1:17730001-17740000	1:19660001-19670000	0.00444861	110500
1:18010001-18020000	1:18120001-18130000	0.0177863	14118
1:18100001-18110000	1:18840001-18850000	0.00929685	5724
1:17700001-17710000	1:20680001-20690000	0.00291165	4840
1:17320001-17330000	1:18700001-18710000	0.00714831	65704
1:19570001-19580000	1:21180001-21190000	0.00260811	201810
1:19740001-19750000	1:20910001-20920000	0.00215429	31752
1:19280001-19290000	1:19920001-19930000	0.00214608	75
1:19250001-19260000	1:20940001-20950000	0.00269406	32860
1:19160001-19170000	1:20220001-20230000	0.000975912	690
1:19430001-19440000	1:21080001-21090000	0.00114936	2301
1:19600001-19610000	1:20810001-20820000	0.00166046	2064
1:19140001-19150000	1:19820001-19830000	0.00433947	2989
1:19020001-19030000	1:20120001-20130000	0.00203523	4351
1:19110001-19120000	1:20840001-20850000	0.0026617	15352
1:19650001-19660000	1:20290001-20300000	0.00339872	73575
1:20280001-20290000	1:20710001-20720000	0.00146661	6682
1:18080001-18090000	1:20890001-20900000	0.00751992	105350
1:19000001-19010000	1:19720001-19730000	0.0133127	13668
1:19630001-19640000	1:19890001-19900000	0.0110863	195026
1:19510001-19520000	1:20190001-20200000	0.00223488	9752
1:19290001-19300000	1:20550001-20560000	0.00134637	20944
1:20530001-20540000	1:20620001-20630000	0.00379544	97536
1:20010001-20020000	1:21190001-21200000	0.00347954	69546
1:17390001-17400000	1:17870001-17880000	0.00608706	142376
1:18570001-18580000	1:19380001-19390000	0.00322594	7375
1:17460001-17470000	1:20970001-20980000	0.00344322	31228
1:17950001-17960000	1:20940001-20950000	0.00289349	2650
1:18790001-18800000	1:19300001-19310000	0.00613583	12144
1:18430001-18440000	1:19280001-19290000	0.00148369	675
1:17320001-17330000	1:20870001-20880000	0.00311917	36120
1:17650001-17660000	1:19140001-19150000	0.00820884	47824
1:17740001-17750000	1:19860001-19870000	0.00432014	7482
1:18020001-18030000	1:18320001-18330000	0.000768765	304
1:17330001-17340000	1:18900001-18910000	0.00352768	53010
1:17510001-17520000	1:19040001-19050000	0.00457444	38220
1:17600001-17610000	1:19760001-19770000	0.00215676	6970
1:19930001-19940000	1:21250001-21260000	0.00226952	26664
1:19440001-19450000	1:21280001-21290000	0.0033288	36195
1:19060001-19070000	1:19300001-19310000	0.00552437	8256
1:18660001-18670000	1:21140001-21150000	0.00217616	25675
1:19030001-19040000	1:20320001-20330000	0.00170126	45296
1:19300001-19310000	1:21180001-21190000	0.00224901	31248
1:19010001-19020000	1:19920001-19930000	0.00194297	1050
1:18520001-18530000	1:21040001-21050000	0.00221288	1341
1:20860001-20870000	1:21060001-21070000	0.00350171	17427
1:19520001-19530000	1:20390001-20400000	0.00224409	25748
1:20150001-20160000	1:20810001-20820000	0.00285092	22188
1:18650001-18660000	1:20560001-20570000	0.00402861	87531
1:20010001-20020000	1:20710001-20720000	0.00208472	2249
1:17380001-17390000	1:20450001-20460000	0.00146912	21715
1:17870001-17880000	1:20420001-20430000	0.00222574	14911
1:18930001-18940000	1:19450001-19460000	0.00196124	496
1:18900001-18910000	1:20470001-20480000	0.00276887	37506
1:18440001-18450000	1:19480001-19490000	0.00168375	47975
1:17660001-17670000	1:19340001-19350000	0.00340359	181720
1:18030001-18040000	1:18520001-18530000	0.00127393	252
1:17730001-17740000	1:20320001-20330000	0.00202336	79040
1:18300001-18310000	1:19380001-19390000	0.0105579	2065
1:17520001-17530000	1:19240001-19250000	0.00154937	9516
1:18790001-18800000	1:18920001-18930000	0.0031502	17457
1:18520001-18530000	1:18590001-18600000	0.00126616	720
1:17380001-17390000	1:17900001-17910000	0.00148632	30603
1:17950001-17960000	1:18050001-18060000	0.0177622	120
1:17790001-17800000	1:19670001-19680000	0.00484345	75516
1:17650001-17660000	1:18760001-18770000	0.00625996	29120
1:19070001-19080000	1:19500001-19510000	0.0113716	21244
1:17900001-17910000	1:18670001-18680000	0.0226939	143622
1:18140001-18150000	1:21230001-21240000	0.00267879	4234
1:17990001-18000000	1:19030001-19040000	0.0026537	596
1:20480001-20490000	1:21250001-21260000	0.00535798	29568
1:19350001-19360000	1:20180001-20190000	0.00475418	190236
1:20340001-20350000	1:21150001-21160000	0.00291425	107985
1:18570001-18580000	1:20040001-20050000	0.00202602	11700
1:18660001-18670000	1:20760001-20770000	0.00264486	80600
1:18080001-18090000	1:20070001-20080000	0.00234622	1715
1:20020001-20030000	1:20910001-20920000	0.00488934	42768
1:17880001-17890000	1:20620001-20630000	0.00350291	197104
1:17360001-17370000	1:21190001-21200000	0.00296356	129444
1:20070001-20080000	1:20390001-20400000	0.00299206	2198
1:18520001-18530000	1:20660001-20670000	0.00154336	4284
1:18940001-18950000	1:19650001-19660000	0.00199295	17775
1:18060001-18070000	1:19670001-19680000	0.0148031	42532
1:17740001-17750000	1:20520001-20530000	0.00175101	31734
1:18310001-18320000	1:19580001-19590000	0.00112149	334
1:18800001-18810000	1:19550001-19560000	0.00993812	56940
1:17600001-17610000	1:20420001-20430000	0.00169499	2542
1:20690001-20700000	1:20690001-20700000	0.0996679	595
1:18350001-18360000	1:18380001-18390000	0.00888112	165
1:17660001-17670000	1:18960001-18970000	0.00596519	35840
1:17430001-17440000	1:18140001-18150000	0.00260652	11339
1:19360001-19370000	1:20380001-20390000	0.0036393	107503
1:18580001-18590000	1:20240001-20250000	0.00149067	22078
1:18670001-18680000	1:20960001-20970000	0.00264183	109494
1:19800001-19810000	1:20970001-20980000	0.00237981	119848
1:19340001-19350000	1:19980001-19990000	0.00211488	31801
1:19220001-19230000	1:20280001-20290000	0.00135398	1028
1:18040001-18050000	1:20990001-21000000	0.00415293	1903
1:20210001-20220000	1:21250001-21260000	0.00217204	71016
1:18070001-18080000	1:19870001-19880000	0.00648995	38472
1:18560001-18570000	1:19840001-19850000	0.00372435	780
1:18440001-18450000	1:20140001-20150000	0.00126612	7885
1:18530001-18540000	1:20860001-20870000	0.0017018	6216
1:20870001-20880000	1:20880001-20890000	0.040838	22680
1:19190001-19200000	1:20390001-20400000	0.00371491	125286
1:17660001-17670000	1:20000001-20010000	0.00363088	153440
1:17750001-17760000	1:20720001-20730000	0.00178968	1683
1:18720001-18730000	1:19030001-19040000	0.0144723	7897
1:18810001-18820000	1:19750001-19760000	0.00162699	5010
1:18300001-18310000	1:20040001-20050000	0.00277601	3276
1:20730001-20740000	1:20780001-20790000	0.0112387	15876
1:17640001-17650000	1:19600001-19610000	0.00144572	2600
1:17610001-17620000	1:20620001-20630000	0.00317984	98552
1:19480001-19490000	1:21120001-21130000	0.00200652	29795
1:18360001-18370000	1:18580001-18590000	0.00481921	665
1:17790001-17800000	1:20330001-20340000	0.00228392	10266
1:19340001-19350000	1:21020001-21030000	0.00278721	218713
1:18220001-18230000	1:18480001-18490000	0.00386521	5880
1:19970001-19980000	1:21190001-21200000	0.00257712	22110
1:17440001-17450000	1:18340001-18350000	0.00236239	428
1:17930001-17940000	1:18310001-18320000	0.000799575	93
1:18190001-18200000	1:18590001-18600000	0.201109	1600
1:19860001-19870000	1:20550001-20560000	0.00356811	8932
1:19830001-19840000	1:21090001-21100000	0.0024411	10700
1:19370001-19380000	1:20580001-20590000	0.0035853	124550
1:19720001-19730000	1:20450001-20460000	0.00422132	14405
